Frequency (MHz),SRR (dB)
1.03488,2.7493411788279203
1.03584,2.7419314887843873
1.0368000000000002,2.7720672332852154
1.03776,2.739034735342819
1.03872,2.7455573254684063
1.0396800000000002,2.7653522057494544
1.04064,2.7544212616773467
1.0416,2.6900333018768583
1.0425600000000002,2.6925820116459036
1.04352,2.7548759844884825
1.04448,2.7146390435967156
1.0454400000000001,2.771592567562857
1.0464,2.7243533272333975
1.04736,2.755315167903505
1.0483200000000001,2.7830829674915507
1.04928,2.824478268974118
1.05024,2.792944548356017
1.0512000000000001,2.761012552117947
1.05216,2.8840540643683394
1.05312,2.8578492522780823
1.0540800000000001,2.831387614321014
1.05504,2.849134306804839
1.056,2.873861527712563
1.0569600000000001,2.883555316757105
1.05792,2.934025879241673
1.05888,2.9204985773688277
1.0598400000000001,2.9525147558170968
1.0608000000000002,2.9413619995591778
1.06176,2.9866134789536796
1.06272,2.994074915197742
1.06368,3.0233185389501833
1.06464,3.0583869042800735
1.0656,3.0508657475407053
1.0665600000000002,3.087571562264166
1.06752,3.1060385815622316
1.06848,3.1241466671074916
1.06944,3.15294000305415
1.0704,3.1576787530354107
1.07136,3.1664818453678567
1.0723200000000002,3.2059908229460357
1.07328,3.2151337273951865
1.07424,3.240510684325514
1.0752000000000002,3.254415273400231
1.07616,3.2746452743775794
1.07712,3.2935139883682636
1.0780800000000001,3.3366507538829886
1.07904,3.347345354832264
1.08,3.348900405307572
1.0809600000000001,3.363002045690051
1.08192,3.3992624783682985
1.08288,3.4121311971851247
1.0838400000000001,3.422189752497081
1.0848000000000002,3.3979245811584473
1.08576,3.46194066907508
1.0867200000000001,3.4686331540880615
1.08768,3.495630789918231
1.08864,3.513271122680157
1.0896000000000001,3.5179948177006
1.0905600000000002,3.5302973768780865
1.09152,3.5566391272457705
1.0924800000000001,3.5654891856328157
1.09344,3.5859069074272885
1.0944,3.6042783788489174
1.0953600000000001,3.6162567394151104
1.0963200000000002,3.6361456751032066
1.09728,3.6595276291108902
1.09824,3.658138426484976
1.0992,3.674821392903112
1.10016,3.688099362953525
1.10112,3.7014822214995338
1.1020800000000002,3.7214003306030663
1.10304,3.728814821470526
1.104,3.7498169264408943
1.10496,3.763126636306607
1.10592,3.764870147498607
1.10688,3.7832316191044346
1.1078400000000002,3.8079797354498006
1.1088000000000002,3.8232327004981013
1.10976,3.8348584135412835
1.11072,3.8495576889759486
1.11168,3.8697898276835874
1.11264,3.887873476574323
1.1136000000000001,3.899952517487754
1.1145600000000002,3.9141065303792626
1.11552,3.9281729782427997
1.11648,3.9464309831910125
1.11744,3.9804591826375595
1.1184,3.991457409320911
1.1193600000000001,4.009497820925204
1.1203200000000002,4.036022448045111
1.12128,4.052693022467641
1.12224,4.072163197304738
1.1232,4.0895197889618675
1.12416,4.12103649294631
1.1251200000000001,4.143657338144305
1.1260800000000002,4.167333950564137
1.12704,4.191628209163791
1.128,4.220309593105184
1.12896,4.247305447553512
1.12992,4.282165959974677
1.13088,4.3040347335709725
1.1318400000000002,4.341948760157518
1.1328000000000003,4.37529950270049
1.13376,4.408838416909919
1.13472,4.445253749139081
1.13568,4.578460593874885
1.13664,4.507355685997609
1.1376000000000002,4.547252134223326
1.1385600000000002,4.589920812414274
1.13952,4.630544077872436
1.14048,4.666291342546539
1.14144,4.7027665652683615
1.1424,4.745642431852854
1.1433600000000002,4.78355290855665
1.1443200000000002,4.825063348142037
1.14528,4.857427266853325
1.14624,4.91122195482527
1.1472,4.94563916081623
1.14816,4.9934188405894195
1.1491200000000001,5.036840882382439
1.1500800000000002,5.071410573489787
1.15104,5.1197659568532705
1.152,5.158081170692741
1.15296,5.2055618036740645
1.15392,5.2507159710216325
1.1548800000000001,5.292384724000845
1.1558400000000002,5.337528744600735
1.1568000000000003,5.377557477167036
1.15776,5.42459248585529
1.15872,5.467492296253952
1.15968,5.514865739955075
1.1606400000000001,5.55549861078393
1.1616000000000002,5.601569359999594
1.1625600000000003,5.636477688561858
1.1635199999999999,5.686201383780993
1.16448,5.722109076024223
1.16544,5.772496424414482
1.1664,5.8162757175810045
1.1673600000000002,5.858715059571801
1.1683200000000002,5.90081659468217
1.1692799999999999,5.943290459080365
1.17024,5.988628450345985
1.1712,6.028585724857367
1.17216,6.067355875060734
1.1731200000000002,6.112026872702212
1.1740800000000002,6.156211529844505
1.1750399999999999,6.198956414094593
1.176,6.237345163918759
1.17696,6.279573104196599
1.17792,6.323743213814868
1.1788800000000001,6.366786489653294
