Frequency (MHz),SRR (dB)
1.0341600000000002,2.4197698174777456
1.0344,2.429472016026239
1.03464,2.427048497649156
1.03488,2.429472016026239
1.03512,2.433104759708595
1.03536,2.4382421171720075
1.0356,2.422580763464079
1.03584,2.4384304332252422
1.0360800000000001,2.4529907452384596
1.0363200000000001,2.464304154285305
1.0365600000000001,2.4286291817169463
1.0368000000000002,2.4243078527077815
1.03704,2.3888975458126938
1.03728,2.412977301547431
1.03752,2.479235580796984
1.03776,2.438473886355389
1.038,2.3892704926321797
1.03824,2.396035696327865
1.03848,2.3891887950196065
1.03872,2.4424002185281886
1.03896,2.4043617680874787
1.0392000000000001,2.385875569959482
1.0394400000000001,2.3759528950882065
1.0396800000000002,2.3737060932692735
1.0399200000000002,2.357829909112624
1.04016,2.3703466716271895
1.0404,2.3103919599432503
1.04064,2.3119256752736836
1.04088,2.313708127512549
1.04112,2.3230912480041903
1.04136,2.312192659577784
1.0416,2.324270179926093
1.04184,2.366315907771518
1.0420800000000001,2.3494816246726518
1.0423200000000001,2.342696446811497
1.0425600000000002,2.3617247146693114
1.0428000000000002,2.4103845140456053
1.04304,2.4198521306302805
1.04328,2.39196766571801
1.04352,2.4056867154707238
1.04376,2.434262448970825
1.044,2.4798382159237433
1.04424,2.419347429530424
1.04448,2.432764231814953
1.04472,2.437729157560405
1.04496,2.4535429141347533
1.0452000000000001,2.4127791625391013
1.0454400000000001,2.437430342021262
1.0456800000000002,2.471267107990954
1.0459200000000002,2.476993237552102
1.04616,2.4777035525888906
1.0464,2.4322156632346563
1.04664,2.444753180021762
1.04688,2.4167133881431617
1.04712,2.4842914105456675
1.04736,2.471845198205017
1.0476,2.4518448377330717
1.04784,2.4312718044277006
1.0480800000000001,2.429051759663033
1.0483200000000001,2.4260029592077372
1.0485600000000002,2.471546148811266
1.0488000000000002,2.472214658607811
1.04904,2.4200133966350195
1.04928,2.4329612207127
1.04952,2.459539388629042
1.04976,2.5023646456444997
1.05,2.4191471736818078
1.05024,2.4054585934161308
1.05048,2.412907212850911
1.05072,2.4404297273337425
1.0509600000000001,2.422266913669222
1.0512000000000001,2.45320647137359
1.0514400000000002,2.446893604928841
1.0516800000000002,2.4373551293259115
1.05192,2.459046893378975
1.05216,2.4672968108766273
1.0524,2.476350918852085
1.05264,2.4905552085573444
1.05288,2.474643255820636
1.05312,2.5180629775930723
1.05336,2.5212257664807387
1.0536,2.5168795167126423
