Frequency (MHz),SRR (dB)
2.01699,18.401331792820695
2.02083,18.322422597716617
2.02467,18.196529229249577
2.02851,18.08347110435072
2.03235,17.957652452332333
2.03619,17.83501526319061
2.0400300000000002,17.704912535542658
2.04387,17.566610551977913
2.04771,17.4283500380067
2.05155,17.295567340087146
2.05539,17.166731397506037
2.05923,17.042495390334388
2.06307,16.904733806366004
2.06691,16.78618579027473
2.07075,16.671235969302874
2.07459,16.558410552137747
2.0784300000000004,16.448614747022035
2.08227,16.339672561148927
2.08611,16.240577861151692
2.08995,16.144471448644072
2.09379,16.05338268141367
2.09763,15.969296021464034
2.1014700000000004,15.885830239827147
2.10531,15.809926033773783
2.10915,15.73817206520794
2.11299,15.67319018715709
2.1168299999999998,15.610967195572254
2.12067,15.561129348211498
2.1245100000000003,15.510563660820921
2.1283499999999997,15.462967815251583
2.13219,15.428050867542911
2.1360300000000003,15.393873825557323
2.1398699999999997,15.369952828733467
2.14371,15.35328018969224
2.1475500000000003,15.342697208688652
2.1513899999999997,15.347724835250672
2.15523,15.366465817826704
2.1590700000000003,15.394146216045673
2.1629099999999997,15.434821887575334
2.16675,15.498964120956648
2.1705900000000002,15.599619652425353
2.17443,15.69429060583329
2.17827,15.808628948825245
2.18211,15.952201435344502
2.1859499999999996,16.110644689192508
2.18979,16.29402358347844
2.19363,16.484632394451786
2.19747,16.691116614679004
2.20131,16.892609820809955
2.20515,17.111548726164113
2.2089899999999996,17.343172315758522
2.21283,17.591196734879993
2.21667,17.825472344669066
2.2205100000000004,18.072430863569565
2.22435,18.337838928819053
2.22819,18.615656671114586
2.23203,18.87202981749171
2.23587,19.117600439123073
2.23971,19.389704482638315
2.2435500000000004,19.61986328169604
2.2473899999999998,19.88657568294515
2.25123,20.131171803315446
2.2550700000000004,20.397241325995434
2.2589099999999998,20.65941117235557
2.26275,20.91558371616756
2.2665900000000003,21.156140057882983
2.27043,21.404850902719147
2.27427,21.621351085335014
2.2781100000000003,21.84272470217803
2.2819499999999997,22.043757575088048
2.28579,22.20532920908413
2.2896300000000003,22.501555887928642
2.29347,22.83283806799885
2.29731,23.484075600331394
2.3011500000000003,24.959907214607373
2.3049899999999997,27.34197514945172
2.30883,28.926655467726516
2.3126700000000002,28.74392252696644
2.31651,28.41357772565418
2.32035,28.230403782880376
2.32419,28.24756455645951
2.3280299999999996,28.238244461766747
2.33187,28.47942972155291
2.33571,28.793418034710516
2.33955,29.115644796179552
2.34339,29.41890996764029
2.34723,29.727623634034977
2.35107,30.039926409469757
2.35491,30.293887861001032
2.35875,30.43648112452789
2.36259,30.482559756119866
2.3664300000000003,30.424068297666306
2.37027,30.29736368725033
2.37411,29.960761469818156
2.37795,29.714419449127814
2.38179,29.39401167077
2.38563,28.911176373175426
2.38947,28.419314271659005
2.39331,27.92896031136447
2.39715,27.477916170848083
2.4009899999999997,26.84654901643873
2.40483,26.37300071099935
2.40867,25.828474108304725
2.41251,25.366316070030074
2.41635,24.892774941102935
2.42019,24.439589453539476
2.4240299999999997,23.97671965542846
2.42787,23.583891985582355
2.43171,23.14441081505102
2.43555,22.7697546407429
2.43939,22.523587274439684
2.4432300000000002,22.19721646209699
2.44707,21.893674025314137
2.45091,21.618142410160726
2.45475,21.334370145829645
2.45859,21.068172757658115
2.4624300000000003,20.84709152863164
2.46627,20.585322761028017
2.47011,20.39618085801893
2.47395,20.193913251772248
2.47779,19.97688209838629
2.48163,19.747893875720703
2.4854700000000003,19.648848902903364
2.48931,19.44671970483167
2.49315,19.283523784178037
2.49699,19.155128986060724
2.50083,19.066368712270357
2.50467,18.966868420300013
2.5085100000000002,18.820630444093005
2.51235,18.72632852914388
2.51619,18.60504064919936
2.52003,18.475590998131086
2.52387,18.430838964503092
2.52771,18.329496565824503
2.53155,18.240201345439093
2.53539,18.132371997410203
2.53923,18.05622488230911
2.54307,17.973962063894465
2.54691,17.88937211383862
2.55075,17.828393494642906
2.55459,17.739294720959897
2.55843,17.666643067593213
2.56227,17.58613177399491
2.56611,17.51102507768303
2.56995,17.434265047007376
2.57379,17.371188848145046
2.57763,17.314219362507043
2.5814700000000004,17.263980116375556
2.5853099999999998,17.22057633651292
2.58915,17.170193876692494
2.59299,17.128929888995188
2.5968299999999997,17.097805646765398
2.60067,17.06445610861855
2.6045100000000003,17.033503729421646
2.6083499999999997,17.015454237710117
2.61219,17.008382366085282
2.6160300000000003,17.00652229800639
2.6198699999999997,17.005140017653837
2.62371,17.01758684989457
2.6275500000000003,17.041602867387383
2.6313899999999997,17.063760005452547
2.63523,17.09317244888663
2.6390700000000002,17.1381604710555
2.6429099999999996,17.18610142713086
2.64675,17.237608282872095
2.6505900000000002,17.293580692605328
2.6544299999999996,17.363254405696207
2.65827,17.43446041496433
2.66211,17.530220568147158
2.6659499999999996,17.61027903553995
2.66979,17.723203668762093
2.67363,17.832415672842043
2.6774700000000005,17.953903927700313
2.68131,18.06658848865047
2.68515,18.200549008531382
2.68899,18.339118958536062
2.69283,18.51411158616891
2.69667,18.671124585016166
2.7005100000000004,18.82710989437029
2.70435,19.00051286103372
2.70819,19.197249275399358
2.7120300000000004,19.38734517784184
2.71587,19.586604492648082
2.71971,19.81885917413713
2.7235500000000004,20.028607692417154
2.7273899999999998,20.221680735021813
2.73123,20.438064298069797
2.7350700000000003,20.67235809843144
2.7389099999999997,20.921572228089307
2.74275,21.13903731314616
2.7465900000000003,21.422218862701733
2.7504299999999997,21.63682564402961
2.75427,21.892802954916675
2.7581100000000003,22.14771977622782
2.7619499999999997,22.43658402449998
