Frequency (MHz),Phase Difference (degrees)
1.158,-133.35360048378354
1.15824,-133.30111947683312
1.15848,-133.30902503970802
1.15872,-133.26506176492015
1.15896,-133.2699668742922
1.1592,-133.2360149127944
1.15944,-133.2141075685047
1.15968,-133.23300691181055
1.15992,-133.1989918863433
1.16016,-133.1845000382641
1.1604,-133.15453310771707
1.1606400000000001,-133.15091023355058
1.1608800000000001,-133.09988912314617
1.1611200000000002,-133.1131472598824
1.1613600000000002,-133.09305298120677
1.1616000000000002,-133.05227623234134
1.1618400000000002,-133.0803136121329
1.1620800000000002,-133.04668285794094
1.1623200000000002,-133.0503244021092
1.1625600000000003,-133.02227451032218
1.1628,-133.01538215174264
1.16304,-132.9869689973408
1.1632799999999999,-132.99193149839354
1.1635199999999999,-132.98176700543033
1.16376,-132.94336786589176
1.164,-132.9574192837683
1.16424,-132.90408706417972
1.16448,-132.88030428164132
1.16472,-132.87283205255775
1.16496,-132.83481182451126
1.1652,-132.84541904510462
1.16544,-132.85630908862865
1.16568,-132.82341763050758
1.16592,-132.79357597845797
1.16616,-132.79437835551533
1.1664,-132.7557949287714
1.1666400000000001,-132.7534859019501
1.1668800000000001,-132.74090125530822
1.1671200000000002,-132.71923547404114
1.1673600000000002,-132.66310914236936
1.1676000000000002,-132.6299535182695
1.1678400000000002,-132.6694458491409
1.1680800000000002,-132.62673340521195
1.1683200000000002,-132.61108030023303
1.1685600000000003,-132.59953339835405
1.1688,-132.5866559718349
1.1690399999999999,-132.60774588023682
1.1692799999999999,-132.5675405447976
1.16952,-132.53900685819485
1.16976,-132.5517271559377
1.17,-132.4987605194934
1.17024,-132.49841476536403
1.17048,-132.4391264271602
1.17072,-132.46565646088175
1.17096,-132.42139743271653
1.1712,-132.405457361578
1.17144,-132.42759521330223
1.17168,-132.39425495295308
1.17192,-132.4094132084317
1.17216,-132.36064477889832
1.1724,-132.35568658940252
1.1726400000000001,-132.34402685498554
1.1728800000000001,-132.32320354650648
1.1731200000000002,-132.30517665756227
1.1733600000000002,-132.2980221375735
1.1736000000000002,-132.3045877137203
1.1738400000000002,-132.2807166577747
1.1740800000000002,-132.2468900416109
1.1743200000000003,-132.24593430231334
1.1745600000000003,-132.19828847934568
1.1747999999999998,-132.2372014044321
1.1750399999999999,-132.20444529250446
1.1752799999999999,-132.14902977180955
1.17552,-132.16776313533728
1.17576,-132.1711999287285
1.176,-132.12482931576753
1.17624,-132.10594010068903
1.17648,-132.09547632474656
1.17672,-132.07244430385484
1.17696,-132.05494471422557
1.1772,-132.01460858499988
1.17744,-132.02234820582916
1.17768,-132.00766969378944
1.17792,-132.00839634485465
1.17816,-131.9730749341626
1.1784000000000001,-131.9543067850756
1.1786400000000001,-131.95111475476358
1.1788800000000001,-131.9329718955796
1.1791200000000002,-131.91059696936424
1.1793600000000002,-131.91012023575766
1.1796000000000002,-131.9302147354108
1.1798400000000002,-131.87921112303582
1.1800800000000002,-131.90474251990898
1.1803200000000003,-131.85112394381957
1.1805600000000003,-131.8353384942943
1.1807999999999998,-131.8088389714173
1.1810399999999999,-131.8070890189216
1.1812799999999999,-131.79617947615637
1.18152,-131.79051520068916
1.18176,-131.7715805699007
1.182,-131.7445069531844
1.18224,-131.7695925342061
1.18248,-131.73912604151838
1.18272,-131.7160982531422
1.18296,-131.70365325380908
1.1832,-131.6536678247002
1.18344,-131.68003038877492
1.18368,-131.65815047431025
1.18392,-131.6539681376115
1.18416,-131.63204538769247
1.1844000000000001,-131.60435148371204
1.1846400000000001,-131.58428503124634
1.1848800000000002,-131.58879627510146
1.1851200000000002,-131.5796341369859
1.1853600000000002,-131.54420452486045
1.1856000000000002,-131.53432977449086
1.1858400000000002,-131.53742105313196
1.1860800000000002,-131.50654035505642
1.1863200000000003,-131.51079637898326
1.1865600000000003,-131.47241200551102
1.1867999999999999,-131.47807863264617
1.1870399999999999,-131.479589514686
1.18728,-131.4737290915706
1.18752,-131.471008290738
1.18776,-131.4268222360986
1.188,-131.4455393236579
1.18824,-131.39718379845934
1.18848,-131.40800318766154
1.18872,-131.38285000528143
1.18896,-131.39178913176136
1.1892,-131.35585470073428
1.18944,-131.34119833599718
1.18968,-131.3424188598956
1.18992,-131.3402807508649
1.19016,-131.31937964002648
1.1904000000000001,-131.29384966276535
1.1906400000000001,-131.29394607690898
1.1908800000000002,-131.26822987011545
1.1911200000000002,-131.27045304808613
1.1913600000000002,-131.24050035175773
1.1916000000000002,-131.24164241492608
1.1918400000000002,-131.22850811722557
1.1920800000000003,-131.2121172953265
1.1923200000000003,-131.2080715818399
1.19256,-131.18481837257536
1.1927999999999999,-131.18453052573108
1.1930399999999999,-131.16174391682932
1.19328,-131.16766642111884
1.19352,-131.14770847229843
1.19376,-131.14562792180965
1.194,-131.11029723766242
1.19424,-131.11673973359612
1.19448,-131.10440250481562
1.19472,-131.09786301666608
1.19496,-131.08715707288664
1.1952,-131.0771590978032
1.19544,-131.0560384808545
1.19568,-131.0599119454539
1.19592,-131.02929654124773
1.1961600000000001,-131.027081148454
1.1964000000000001,-131.0074905928964
1.1966400000000001,-131.01963901541282
1.1968800000000002,-131.0264941065401
1.1971200000000002,-131.03191768568306
1.1973600000000002,-130.99319039121522
1.1976000000000002,-131.00230124991097
1.1978400000000002,-131.0070615924636
1.1980800000000003,-130.97966301348848
1.1983200000000003,-130.9685400587148
1.19856,-130.96660931769003
1.1987999999999999,-130.97159433039874
1.1990399999999999,-130.95898483862638
1.19928,-130.95076318398736
1.19952,-130.95321759368534
1.19976,-130.95479139835697
1.2,-130.9561225920428
1.20024,-130.93573650444984
1.20048,-130.91857741618148
1.20072,-130.93188964605517
1.20096,-130.92509872694467
1.2012,-130.91841874481378
1.20144,-130.90813223763644
1.20168,-130.91917466558502
1.20192,-130.91321707438644
1.2021600000000001,-130.90782860019706
1.2024000000000001,-130.9011405376165
1.2026400000000002,-130.89708865863636
1.2028800000000002,-130.88321291454074
1.2031200000000002,-130.88340562533426
1.2033600000000002,-130.88859827381955
1.2036000000000002,-130.89630985334438
1.2038400000000002,-130.88008767629154
1.2040800000000003,-130.85446205809953
1.20432,-130.8718406806458
1.20456,-130.88737058474888
1.2047999999999999,-130.87831613278388
1.20504,-130.88062252866968
1.20528,-130.87657062064557
1.20552,-130.8881666766609
1.20576,-130.87844473788007
1.206,-130.90123870430088
1.20624,-130.88577392083795
1.20648,-130.88800998950947
1.20672,-130.8980616971315
1.20696,-130.91224358091833
1.2072,-130.8833804903419
1.20744,-130.89304413241558
1.20768,-130.90467890153408
1.20792,-130.90405328554928
1.2081600000000001,-130.910879564178
1.2084000000000001,-130.91588584401595
1.2086400000000002,-130.9228095383363
1.2088800000000002,-130.926534528969
1.2091200000000002,-130.93387859824324
1.2093600000000002,-130.93090734147648
1.2096000000000002,-130.93865408015165
1.2098400000000002,-130.9673186327171
1.21008,-130.95631762990445
1.21032,-130.95468864705066
1.21056,-130.9597961640003
1.2107999999999999,-130.9853033185892
1.21104,-130.9931211273252
1.21128,-131.0038719393145
1.21152,-131.00877677819614
1.21176,-131.02104821225493
1.212,-131.02511633063898
1.21224,-131.03322253541285
1.21248,-131.04332822995357
1.21272,-131.062589702518
1.21296,-131.0726669424828
1.2132,-131.08064083986284
1.21344,-131.093208284004
1.21368,-131.11097907940106
1.21392,-131.11619443942558
1.2141600000000001,-131.11832039251502
1.2144000000000001,-131.14615202451535
1.2146400000000002,-131.15043486122963
1.2148800000000002,-131.17347922194918
1.2151200000000002,-131.17943541317274
1.2153600000000002,-131.18514695764782
1.2156000000000002,-131.20804133803944
1.2158400000000003,-131.23093821325642
1.21608,-131.24026545936792
1.21632,-131.2473314777006
1.21656,-131.25355542965823
1.2167999999999999,-131.26857203319898
1.21704,-131.27958772963555
1.21728,-131.30929098221142
1.21752,-131.31650985458901
1.21776,-131.33111096033372
1.218,-131.34003636868823
1.21824,-131.35362255120197
1.21848,-131.38144042124202
1.21872,-131.3922525192829
1.21896,-131.4250025894868
1.2192,-131.42033707662847
1.21944,-131.4378455103683
1.21968,-131.45739937808852
1.2199200000000001,-131.46615106281965
1.2201600000000001,-131.48444160003817
1.2204000000000002,-131.5085511610973
1.2206400000000002,-131.51801003236693
1.2208800000000002,-131.53342967102472
1.2211200000000002,-131.557736075906
1.2213600000000002,-131.58222313346704
1.2216000000000002,-131.59397431336882
1.22184,-131.6042275557155
1.22208,-131.6218160759447
1.22232,-131.63037289497524
1.22256,-131.65981210919833
1.2227999999999999,-131.6560225804237
1.22304,-131.69571408359857
1.22328,-131.71282875600122
1.22352,-131.7382614630163
1.22376,-131.75400569945276
1.224,-131.75620281296625
1.22424,-131.7693614209788
1.22448,-131.80806403511795
1.22472,-131.82286823669978
1.22496,-131.85000671312082
1.2252,-131.85546341861442
1.22544,-131.8855516391376
1.22568,-131.8855917068629
1.2259200000000001,-131.91694493190482
1.2261600000000001,-131.96170062411068
1.2264000000000002,-131.94499516721064
1.2266400000000002,-131.96412296282867
1.2268800000000002,-131.98807048112243
1.2271200000000002,-131.9985405084204
1.2273600000000002,-132.02195665723804
1.2276000000000002,-132.02626570703015
1.22784,-132.0497928849792
1.22808,-132.0637898703519
1.22832,-132.09439420696012
1.22856,-132.17218402018497
1.2288,-132.07540055664433
1.22904,-132.13327652879985
1.22928,-132.1449257749056
1.22952,-132.19812749838624
1.22976,-132.20544645408523
1.23,-132.20819887109366
1.23024,-132.2313324717745
1.23048,-132.24979361448428
1.23072,-132.26185755543892
1.23096,-132.2788110799963
1.2312,-132.29444640252558
1.23144,-132.30557353594264
1.23168,-132.30520013945963
1.2319200000000001,-132.3197105384062
1.2321600000000001,-132.3241136900625
1.2324000000000002,-132.3453132183911
1.2326400000000002,-132.3703383947442
1.2328800000000002,-132.3681268884409
1.2331200000000002,-132.37851209594731
1.2333600000000002,-132.38739081304686
1.2336,-132.39774065266315
1.23384,-132.40645096422037
1.23408,-132.41202283320095
1.23432,-132.42359070184358
1.23456,-132.4294630514102
1.2348,-132.42344194366655
1.23504,-132.44172064966259
1.23528,-132.45522878142984
1.23552,-132.45026918124577
1.23576,-132.46387540371404
1.236,-132.46232063939007
1.23624,-132.46770942958244
1.23648,-132.47137801500025
1.23672,-132.4755335920384
1.23696,-132.49535604743593
1.2372,-132.48615733419163
1.23744,-132.4701622120608
1.2376800000000001,-132.47698979678742
1.2379200000000001,-132.49663263376797
1.2381600000000001,-132.4998259970061
1.2384000000000002,-132.47964345801086
1.2386400000000002,-132.4882109060919
1.2388800000000002,-132.48913461190963
1.2391200000000002,-132.4811637536953
1.23936,-132.4670891867601
1.2396,-132.4585697673822
1.23984,-132.46681761903213
1.24008,-132.4661343794389
1.24032,-132.44529218492826
1.24056,-132.4469092163241
1.2408,-132.44102033100293
1.24104,-132.4260933441493
1.24128,-132.42477659948182
1.24152,-132.41060113625855
1.24176,-132.39814144024214
1.242,-132.3859196246799
1.24224,-132.38053856866034
1.24248,-132.33723650392352
1.24272,-132.35227751870295
1.24296,-132.3466965567464
1.2432,-132.31851822270045
1.24344,-132.29984146293813
1.2436800000000001,-132.29509826247275
1.2439200000000001,-132.28432612704125
1.2441600000000002,-132.25165520452973
1.2444000000000002,-132.2378144986345
1.2446400000000002,-132.2293104777944
1.2448800000000002,-132.1944000178756
1.2451200000000002,-132.17279701039314
1.24536,-132.14911190852112
1.2456,-132.12262288181137
1.24584,-132.10735149342736
1.24608,-132.07418348329446
1.24632,-132.05407377430984
1.2465600000000001,-132.0205278786348
1.2468,-131.9950077698715
1.24704,-131.96533237221504
1.24728,-131.9437267046144
1.24752,-131.91139911187582
1.24776,-131.88212257951884
1.248,-131.8455224260887
1.24824,-131.79454785445589
1.24848,-131.76690131922453
1.24872,-131.7252795347543
1.24896,-131.69098648395135
1.2492,-131.65439461769097
1.24944,-131.60538310007163
1.2496800000000001,-131.56401307570275
1.2499200000000001,-131.52803450338857
1.2501600000000002,-131.47658112807466
1.2504000000000002,-131.4555854165825
1.2506400000000002,-131.39286594397421
1.2508800000000002,-131.34938997927688
1.25112,-131.3083932006365
1.25136,-131.24574118961965
